Date,AAPL,MSFT,NVDA,TSLA,AMZN,HD,JPM,BAC,GS,XOM,CVX,COP,JNJ,UNH,PFE,WMT,PG,KO
2022-08-25,0.01098901098901099,0.5014985014985015,0.11488511488511488,0.022977022977022976,0.08691308691308691,0.5964035964035964,0.7892107892107892,0.11488511488511488,0.00999000999000999,0.4325674325674326,0.26373626373626374,0.4035964035964036,0.02197802197802198,0.000999000999000999,0.003996003996003996,0.7772227772227772,0.5434565434565435,0.8941058941058941
2022-08-26,0.01098901098901099,0.5014985014985015,0.11488511488511488,0.022977022977022976,0.08691308691308691,0.5964035964035964,0.7892107892107892,0.11488511488511488,0.00999000999000999,0.4325674325674326,0.26373626373626374,0.4035964035964036,0.02197802197802198,0.000999000999000999,0.000999000999000999,0.7772227772227772,0.5434565434565435,0.8941058941058941
2022-08-29,0.008991008991008992,0.5274725274725275,0.10589410589410589,0.01098901098901099,0.0939060939060939,0.6673326673326674,0.8081918081918081,0.13286713286713286,0.01098901098901099,0.4325674325674326,0.26373626373626374,0.4035964035964036,0.02197802197802198,0.000999000999000999,0.001998001998001998,0.6533466533466533,0.5034965034965035,0.926073926073926
2022-08-30,0.008991008991008992,0.5274725274725275,0.10589410589410589,0.01098901098901099,0.0939060939060939,0.6673326673326674,0.8081918081918081,0.13286713286713286,0.01098901098901099,0.4325674325674326,0.26373626373626374,0.4035964035964036,0.02197802197802198,0.000999000999000999,0.001998001998001998,0.6533466533466533,0.5034965034965035,0.926073926073926
2022-08-31,0.008991008991008992,0.5274725274725275,0.10589410589410589,0.01098901098901099,0.0939060939060939,0.6673326673326674,0.8081918081918081,0.13286713286713286,0.01098901098901099,0.42957042957042957,0.24975024975024976,0.3256743256743257,0.02197802197802198,0.000999000999000999,0.001998001998001998,0.6213786213786214,0.4745254745254745,0.9310689310689311
2022-09-01,0.008991008991008992,0.5274725274725275,0.10589410589410589,0.01098901098901099,0.0939060939060939,0.6673326673326674,0.8081918081918081,0.13286713286713286,0.01098901098901099,0.42957042957042957,0.25874125874125875,0.3256743256743257,0.02197802197802198,0.000999000999000999,0.001998001998001998,0.6213786213786214,0.4745254745254745,0.9310689310689311
2022-09-02,0.008991008991008992,0.5274725274725275,0.19080919080919082,0.01098901098901099,0.0939060939060939,0.6673326673326674,0.8081918081918081,0.13286713286713286,0.01098901098901099,0.42957042957042957,0.25874125874125875,0.3256743256743257,0.02197802197802198,0.000999000999000999,0.001998001998001998,0.6213786213786214,0.4745254745254745,0.9310689310689311
2022-09-06,0.008991008991008992,0.5274725274725275,0.19080919080919082,0.01098901098901099,0.0939060939060939,0.6673326673326674,0.8081918081918081,0.13286713286713286,0.01098901098901099,0.42957042957042957,0.25874125874125875,0.3256743256743257,0.02097902097902098,0.000999000999000999,0.001998001998001998,0.5414585414585414,0.4225774225774226,0.8641358641358642
2022-09-07,0.008991008991008992,0.5274725274725275,0.19080919080919082,0.01098901098901099,0.0939060939060939,0.6673326673326674,0.8081918081918081,0.13286713286713286,0.01098901098901099,0.42957042957042957,0.25874125874125875,0.3256743256743257,0.02097902097902098,0.000999000999000999,0.001998001998001998,0.5414585414585414,0.4225774225774226,0.8641358641358642
2022-09-08,0.008991008991008992,0.5274725274725275,0.19080919080919082,0.01098901098901099,0.0939060939060939,0.6673326673326674,0.8081918081918081,0.13286713286713286,0.01098901098901099,0.42957042957042957,0.25874125874125875,0.3256743256743257,0.016983016983016984,0.000999000999000999,0.001998001998001998,0.6323676323676324,0.4945054945054945,0.8811188811188811
2022-09-09,0.008991008991008992,0.5274725274725275,0.19080919080919082,0.01098901098901099,0.0939060939060939,0.6673326673326674,0.8081918081918081,0.13286713286713286,0.01098901098901099,0.42957042957042957,0.25874125874125875,0.3256743256743257,0.016983016983016984,0.000999000999000999,0.001998001998001998,0.6323676323676324,0.4945054945054945,0.8811188811188811
2022-09-12,0.008991008991008992,0.5274725274725275,0.19080919080919082,0.01098901098901099,0.0939060939060939,0.6673326673326674,0.8081918081918081,0.13286713286713286,0.01098901098901099,0.42957042957042957,0.25874125874125875,0.3256743256743257,0.004995004995004995,0.000999000999000999,0.004995004995004995,0.6323676323676324,0.4945054945054945,0.8811188811188811
2022-09-13,0.004995004995004995,0.5274725274725275,0.19080919080919082,0.01098901098901099,0.0939060939060939,0.6673326673326674,0.8081918081918081,0.13286713286713286,0.01098901098901099,0.42957042957042957,0.25874125874125875,0.3256743256743257,0.004995004995004995,0.000999000999000999,0.004995004995004995,0.6323676323676324,0.4945054945054945,0.8811188811188811
2022-09-14,0.003996003996003996,0.5934065934065934,0.16983016983016982,0.002997002997002997,0.1018981018981019,0.6343656343656343,0.8241758241758241,0.14285714285714285,0.023976023976023976,0.4305694305694306,0.26873126873126874,0.32367632367632365,0.004995004995004995,0.000999000999000999,0.002997002997002997,0.3956043956043956,0.4015984015984016,0.8271728271728271
2022-09-15,0.003996003996003996,0.5934065934065934,0.16983016983016982,0.002997002997002997,0.1018981018981019,0.6343656343656343,0.8241758241758241,0.08891108891108891,0.023976023976023976,0.4305694305694306,0.22277722277722278,0.32367632367632365,0.004995004995004995,0.000999000999000999,0.002997002997002997,0.3956043956043956,0.4015984015984016,0.8271728271728271
2022-09-16,0.003996003996003996,0.5934065934065934,0.16983016983016982,0.002997002997002997,0.1018981018981019,0.6343656343656343,0.8241758241758241,0.08891108891108891,0.023976023976023976,0.5334665334665335,0.22477522477522477,0.3246753246753247,0.004995004995004995,0.000999000999000999,0.002997002997002997,0.3956043956043956,0.4015984015984016,0.8271728271728271
2022-09-19,0.003996003996003996,0.5934065934065934,0.16983016983016982,0.002997002997002997,0.1018981018981019,0.6343656343656343,0.8241758241758241,0.08891108891108891,0.023976023976023976,0.5334665334665335,0.35564435564435565,0.3246753246753247,0.004995004995004995,0.000999000999000999,0.002997002997002997,0.3956043956043956,0.4015984015984016,0.8271728271728271
2022-09-20,0.013986013986013986,0.6493506493506493,0.3226773226773227,0.002997002997002997,0.1018981018981019,0.6343656343656343,0.8241758241758241,0.08891108891108891,0.023976023976023976,0.5334665334665335,0.35564435564435565,0.3246753246753247,0.004995004995004995,0.000999000999000999,0.002997002997002997,0.3956043956043956,0.4015984015984016,0.5504495504495505
2022-09-21,0.028971028971028972,0.6273726273726273,0.3626373626373626,0.002997002997002997,0.0999000999000999,0.7462537462537463,0.8291708291708292,0.08191808191808192,0.022977022977022976,0.5814185814185814,0.3826173826173826,0.24975024975024976,0.004995004995004995,0.000999000999000999,0.006993006993006993,0.42857142857142855,0.47652347652347654,0.8221778221778222
2022-09-22,0.028971028971028972,0.6273726273726273,0.3626373626373626,0.002997002997002997,0.0999000999000999,0.7462537462537463,0.9310689310689311,0.11288711288711288,0.013986013986013986,0.5814185814185814,0.3826173826173826,0.24975024975024976,0.004995004995004995,0.000999000999000999,0.006993006993006993,0.42857142857142855,0.47652347652347654,0.8221778221778222
